scenario_cls,AdoptingPolicyCls,BasePolicyCls,PolicyCls,outcome_type,as_group,outcome,percent_adopt,propagation_round,value,yerr,scenario_config_label
SuperprefixPrefixHijack,ROVFull,BGP,BGP,DATA,all_wout_ixps,ATTACKER_SUCCESS,SpecialPercentAdoptions.ONLY_ONE,0,94.70721897200167,0.0,
SuperprefixPrefixHijack,ROVFull,BGP,ROVFull,DATA,all_wout_ixps,ATTACKER_SUCCESS,SpecialPercentAdoptions.ONLY_ONE,0,33.333333333333336,0.0,
SuperprefixPrefixHijack,ROVFull,BGP,Policy,DATA,all_wout_ixps,ATTACKER_SUCCESS,SpecialPercentAdoptions.ONLY_ONE,0,94.70481463586623,0.0,
SuperprefixPrefixHijack,ROVFull,BGP,BGP,DATA,all_wout_ixps,VICTIM_SUCCESS,SpecialPercentAdoptions.ONLY_ONE,0,4.611105307145842,0.0,
SuperprefixPrefixHijack,ROVFull,BGP,ROVFull,DATA,all_wout_ixps,VICTIM_SUCCESS,SpecialPercentAdoptions.ONLY_ONE,0,66.66666666666667,0.0,
SuperprefixPrefixHijack,ROVFull,BGP,Policy,DATA,all_wout_ixps,VICTIM_SUCCESS,SpecialPercentAdoptions.ONLY_ONE,0,4.613536348084984,0.0,
SuperprefixPrefixHijack,ROVFull,BGP,BGP,DATA,all_wout_ixps,DISCONNECTED,SpecialPercentAdoptions.ONLY_ONE,0,0.6816757208524864,0.0,
SuperprefixPrefixHijack,ROVFull,BGP,ROVFull,DATA,all_wout_ixps,DISCONNECTED,SpecialPercentAdoptions.ONLY_ONE,0,0.0,0.0,
SuperprefixPrefixHijack,ROVFull,BGP,Policy,DATA,all_wout_ixps,DISCONNECTED,SpecialPercentAdoptions.ONLY_ONE,0,0.6816490160487862,0.0,
SuperprefixPrefixHijack,ROVFull,BGP,ROVFull,DATA,all_wout_ixps,ATTACKER_SUCCESS,0.1,0,7.079414838035528,0.0,
SuperprefixPrefixHijack,ROVFull,BGP,BGP,DATA,all_wout_ixps,ATTACKER_SUCCESS,0.1,0,19.93674100082701,0.0,
SuperprefixPrefixHijack,ROVFull,BGP,Policy,DATA,all_wout_ixps,ATTACKER_SUCCESS,0.1,0,18.651327387403857,0.0,
SuperprefixPrefixHijack,ROVFull,BGP,ROVFull,DATA,all_wout_ixps,VICTIM_SUCCESS,0.1,0,92.24137931034483,0.0,
SuperprefixPrefixHijack,ROVFull,BGP,BGP,DATA,all_wout_ixps,VICTIM_SUCCESS,0.1,0,79.43502169087242,0.0,
SuperprefixPrefixHijack,ROVFull,BGP,Policy,DATA,all_wout_ixps,VICTIM_SUCCESS,0.1,0,80.71533971454315,0.0,
SuperprefixPrefixHijack,ROVFull,BGP,ROVFull,DATA,all_wout_ixps,DISCONNECTED,0.1,0,0.6792058516196448,0.0,
SuperprefixPrefixHijack,ROVFull,BGP,BGP,DATA,all_wout_ixps,DISCONNECTED,0.1,0,0.6282373083005673,0.0,
SuperprefixPrefixHijack,ROVFull,BGP,Policy,DATA,all_wout_ixps,DISCONNECTED,0.1,0,0.633332898052991,0.0,
SuperprefixPrefixHijack,ROVFull,BGP,BGP,DATA,all_wout_ixps,ATTACKER_SUCCESS,0.2,0,17.18025723052817,0.0,
